PMXCrossover,InvertMutator,RouletteSelector,1.053,1236,2488.870959
PMXCrossover,InvertMutator,RouletteSelector,0.756,923,2665.762965
PMXCrossover,InvertMutator,RouletteSelector,0.488,778,2563.404955
PMXCrossover,InvertMutator,RouletteSelector,0.7,908,2453.677765
PMXCrossover,InvertMutator,RouletteSelector,0.603,972,2546.047012
PMXCrossover,InvertMutator,RouletteSelector,0.366,544,2622.393244
PMXCrossover,InvertMutator,RouletteSelector,0.379,604,2493.693454
PMXCrossover,InvertMutator,RouletteSelector,0.502,806,2433.598194
PMXCrossover,InvertMutator,RouletteSelector,0.471,746,2526.209354
PMXCrossover,InvertMutator,RouletteSelector,0.526,795,2523.145225
PMXCrossover,InvertMutator,RouletteSelector,0.348,523,2633.851172
PMXCrossover,InvertMutator,RouletteSelector,0.576,864,2699.601908
PMXCrossover,InvertMutator,RouletteSelector,0.977,1473,2586.602283
PMXCrossover,InvertMutator,RouletteSelector,0.536,818,2679.548598
PMXCrossover,InvertMutator,RouletteSelector,0.404,652,2415.518691
PMXCrossover,InvertMutator,RouletteSelector,0.383,618,2531.485887
PMXCrossover,InvertMutator,RouletteSelector,0.413,665,2438.67187
PMXCrossover,InvertMutator,RouletteSelector,0.311,502,2581.958948
PMXCrossover,InvertMutator,RouletteSelector,0.814,1220,2484.807754
PMXCrossover,InvertMutator,RouletteSelector,0.451,698,2613.029241
PMXCrossover,InvertMutator,RouletteSelector,0.502,768,2656.331346
PMXCrossover,InvertMutator,RouletteSelector,0.698,1057,2547.450986
PMXCrossover,InvertMutator,RouletteSelector,0.373,602,2587.209521
PMXCrossover,InvertMutator,RouletteSelector,0.605,923,2494.571768
PMXCrossover,InvertMutator,RouletteSelector,0.512,781,2673.572059
PMXCrossover,InvertMutator,RouletteSelector,0.519,799,2508.31945
PMXCrossover,InvertMutator,RouletteSelector,0.408,628,2767.56925
PMXCrossover,InvertMutator,RouletteSelector,0.535,861,2641.529735
PMXCrossover,InvertMutator,RouletteSelector,0.444,666,2499.683339
PMXCrossover,InvertMutator,RouletteSelector,0.449,676,2642.980875
PMXCrossover,InvertMutator,RouletteSelector,0.771,1098,2447.493454
PMXCrossover,InvertMutator,RouletteSelector,0.574,864,2497.698811
