PMXCrossover,InvertMutator,RouletteSelector,0.536,1380,1243.8174988159442
PMXCrossover,InvertMutator,RouletteSelector,0.423,1235,1101.3548560410825
PMXCrossover,InvertMutator,RouletteSelector,0.717,2054,1142.7459123334804
PMXCrossover,InvertMutator,RouletteSelector,0.395,1178,1122.7135311432453
PMXCrossover,InvertMutator,RouletteSelector,0.817,2452,1121.411786493388
PMXCrossover,InvertMutator,RouletteSelector,0.469,1404,1103.8157226427259
PMXCrossover,InvertMutator,RouletteSelector,0.696,2100,1192.8558106888322
PMXCrossover,InvertMutator,RouletteSelector,0.463,1404,1084.428326908062
PMXCrossover,InvertMutator,RouletteSelector,0.483,1456,1203.2810174696326
PMXCrossover,InvertMutator,RouletteSelector,0.61,1829,1147.8259977685282
PMXCrossover,InvertMutator,RouletteSelector,0.398,1204,1170.8922559554765
PMXCrossover,InvertMutator,RouletteSelector,0.574,1734,1126.5937936986718
PMXCrossover,InvertMutator,RouletteSelector,0.642,1919,1179.6990218630738
PMXCrossover,InvertMutator,RouletteSelector,0.671,2018,1239.922368376796
PMXCrossover,InvertMutator,RouletteSelector,0.46,1379,1121.667120855407
PMXCrossover,InvertMutator,RouletteSelector,0.408,1223,1122.6430084652245
PMXCrossover,InvertMutator,RouletteSelector,0.573,1718,1220.5365761005344
PMXCrossover,InvertMutator,RouletteSelector,0.859,2580,1056.5509007785572
PMXCrossover,InvertMutator,RouletteSelector,0.819,2362,1099.7503490734603
PMXCrossover,InvertMutator,RouletteSelector,0.446,1304,1134.0786410939645
PMXCrossover,InvertMutator,RouletteSelector,0.662,1974,1097.9529625484113
PMXCrossover,InvertMutator,RouletteSelector,0.591,1727,1071.239344944975
PMXCrossover,InvertMutator,RouletteSelector,0.74,2068,1156.1545110779061
PMXCrossover,InvertMutator,RouletteSelector,0.49,1363,1131.6082120777864
PMXCrossover,InvertMutator,RouletteSelector,0.978,2776,1134.270148141653
PMXCrossover,InvertMutator,RouletteSelector,0.768,2140,1134.8891871802327
PMXCrossover,InvertMutator,RouletteSelector,0.591,1719,1129.1916279021445
PMXCrossover,InvertMutator,RouletteSelector,1.275,3552,1114.3594930257882
PMXCrossover,InvertMutator,RouletteSelector,0.668,1866,1210.4949816079802
PMXCrossover,InvertMutator,RouletteSelector,0.713,2010,1202.9785555134922
PMXCrossover,InvertMutator,RouletteSelector,0.474,1296,1132.2219676140833
PMXCrossover,InvertMutator,RouletteSelector,0.565,1646,1228.5205319623917
PMXCrossover,InvertMutator,RouletteSelector,0.625,1798,1327.5995368911192
PMXCrossover,InvertMutator,RouletteSelector,0.935,2562,1179.5596808339221
PMXCrossover,InvertMutator,RouletteSelector,0.501,1346,1111.7080314080065
PMXCrossover,InvertMutator,RouletteSelector,0.679,1896,1191.2702459662253
PMXCrossover,InvertMutator,RouletteSelector,0.499,1264,1064.42963599005
PMXCrossover,InvertMutator,RouletteSelector,0.39,1065,1134.8403033910554
PMXCrossover,InvertMutator,RouletteSelector,0.767,2168,1191.6429515669456
PMXCrossover,InvertMutator,RouletteSelector,0.476,1328,1207.1433275277839
PMXCrossover,InvertMutator,RouletteSelector,0.42,1169,1187.9829998254513
PMXCrossover,InvertMutator,RouletteSelector,0.403,1166,1195.4963898198146
PMXCrossover,InvertMutator,RouletteSelector,0.529,1500,1144.7469762500011
PMXCrossover,InvertMutator,RouletteSelector,0.417,1178,1215.3981959585763
PMXCrossover,InvertMutator,RouletteSelector,0.483,1343,1050.8194704382222
PMXCrossover,InvertMutator,RouletteSelector,0.394,1085,1232.9559951612573
PMXCrossover,InvertMutator,RouletteSelector,0.384,1090,1152.3727987205848
PMXCrossover,InvertMutator,RouletteSelector,0.621,1717,1155.130268431163
PMXCrossover,InvertMutator,RouletteSelector,0.772,2203,1080.8439974831233
PMXCrossover,InvertMutator,RouletteSelector,0.709,2047,1067.1011601198327
PMXCrossover,InvertMutator,RouletteSelector,0.35,1002,1144.2037842645202
PMXCrossover,InvertMutator,RouletteSelector,0.861,2409,1158.565635831805
PMXCrossover,InvertMutator,RouletteSelector,0.661,1904,1161.1712185281085
PMXCrossover,InvertMutator,RouletteSelector,0.575,1640,1100.6174247134425
PMXCrossover,InvertMutator,RouletteSelector,0.465,1309,1237.749554192002
PMXCrossover,InvertMutator,RouletteSelector,1.44,4148,1168.4370146203041
PMXCrossover,InvertMutator,RouletteSelector,0.889,2565,1161.4920067506787
PMXCrossover,InvertMutator,RouletteSelector,0.534,1544,1159.7794468875627
PMXCrossover,InvertMutator,RouletteSelector,0.83,2382,1089.3486560335864
PMXCrossover,InvertMutator,RouletteSelector,0.737,2135,1192.606432281917
PMXCrossover,InvertMutator,RouletteSelector,0.534,1557,1102.342107558665
PMXCrossover,InvertMutator,RouletteSelector,0.522,1518,1270.1074020050842
PMXCrossover,InvertMutator,RouletteSelector,0.609,1749,1035.0728158415695
PMXCrossover,InvertMutator,RouletteSelector,0.349,1022,1133.963459907424
PMXCrossover,InvertMutator,RouletteSelector,0.77,2216,1231.9648736498661
PMXCrossover,InvertMutator,RouletteSelector,0.44,1274,1130.3244360355134
PMXCrossover,InvertMutator,RouletteSelector,0.52,1518,1081.1811096361835
PMXCrossover,InvertMutator,RouletteSelector,0.75,2162,1072.796561104811
PMXCrossover,InvertMutator,RouletteSelector,0.834,2407,1091.4650986922102
PMXCrossover,InvertMutator,RouletteSelector,0.451,1274,1240.740901572037
PMXCrossover,InvertMutator,RouletteSelector,0.594,1708,1228.4727955991439
